,title,year,make,model_trim,vehicle_type,model,trim,vehicle_mileage,price,exterior_color,interior_color,transmission,engine,drivetrain,vin,dealership_name,dealership_address,dealership_zipcode,dealership_city,dealership_state,inventory_url,scraped_date
73,2016 BMW 5-Series 535i xDrive,2016,BMW,5-Series 535i xDrive,Sedan,5-Series,535i xDrive,77396,,BLACK,,8 Speed Automatic,3.0 Straight 6 Cylinder Engine,All Wheel Drive,WBA5B3C50GG260129,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
74,2016 BMW 5-Series 528i xDrive,2016,BMW,5-Series 528i xDrive,Sedan,5-Series,528i xDrive,55576,28995.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA5A7C57GG644452,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
75,2017 BMW 5-Series 530i xDrive,2017,BMW,5-Series 530i xDrive,Sedan,5-Series,530i xDrive,86968,28995.0,Alpine White,Ivory White,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBAJA7C38HWA70967,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
76,2012 BMW 5-Series Gran Turismo 550i,2012,BMW,5-Series Gran Turismo 550i,Sedan,5-Series Gran Turismo,550i,82159,21995.0,Carbon Black Metallic,Black,Automatic,4.4L 8 Cylinder Engine,Rear Wheel Drive,WBASN4C57CC210202,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
77,2016 BMW 5-Series Gran Turismo 535i xDrive,2016,BMW,5-Series Gran Turismo 535i xDrive,Hatchback,5-Series Gran Turismo,535i xDrive,19352,33995.0,Jet Black,Black,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,WBA5M4C59GD186825,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
78,2006 BMW 6-Series 650Ci,2006,BMW,6-Series 650Ci,Convertible,6-Series,650Ci,58897,18995.0,Titanium Silver Metallic,Creme Beige,Automatic,4.8L 8 Cylinder Engine,Rear Wheel Drive,WBAEK13496CN77537,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
79,2008 BMW 6-Series 650i,2008,BMW,6-Series 650i,Convertible,6-Series,650i,64002,18995.0,Moonstone Metallic,Champagne,Automatic,4.8L 8 Cylinder Engine,Rear Wheel Drive,WBAEB53538CX60547,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
80,2009 BMW 6-Series 650i,2009,BMW,6-Series 650i,Convertible,6-Series,650i,82924,22888.0,Alpine White,Black,Automatic,4.8L 8 Cylinder Engine,Rear Wheel Drive,WBAEB53539CX64275,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
81,2010 BMW 6-Series 650i,2010,BMW,6-Series 650i,Coupe,6-Series,650i,86646,18995.0,Jet Black,Black,Automatic,4.8L 8 Cylinder Engine,Rear Wheel Drive,WBAEA5C53ACV93602,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
82,2012 BMW 6-Series 650i,2012,BMW,6-Series 650i,Convertible,6-Series,650i,82105,26495.0,Jet Black,Black,Automatic,4.4L 8 Cylinder Engine,Rear Wheel Drive,WBALZ3C58CC397534,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
83,2014 BMW 6-Series 650i xDrive,2014,BMW,6-Series 650i xDrive,Convertible,6-Series,650i xDrive,55904,43995.0,Jet Black,Black,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,WBAYP1C53ED216529,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
84,2012 BMW 7-Series 750Li xDrive,2012,BMW,7-Series 750Li xDrive,Sedan,7-Series,750Li xDrive,85512,22995.0,Black Sapphire Metallic,Black,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,WBAKC8C58CC437699,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
85,2014 BMW 7-Series 750Li xDrive,2014,BMW,7-Series 750Li xDrive,Sedan,7-Series,750Li xDrive,61507,35995.0,Jet Black,Black,8 Speed Automatic,4.4L 8 Cyl.,AWD,WBAYF8C50ED141784,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
86,2016 BMW 7-Series 750i xDrive,2016,BMW,7-Series 750i xDrive,Sedan,7-Series,750i xDrive,54245,43750.0,Imperial Blue Metallic,,8 Speed Automatic,4.4L 8 Cyl.,AWD,WBA7F2C55GG418309,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
87,2013 BMW Alpina B7 750Li xDrive,2013,BMW,Alpina B7 750Li xDrive,Sedan,Alpina B7,750Li xDrive,38355,31750.0,Jet Black,Black,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,WBAYF8C56DD140931,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
88,2013 BMW Alpina B7 750Li xDrive,2013,BMW,Alpina B7 750Li xDrive,Sedan,Alpina B7,750Li xDrive,79619,24995.0,Alpine White,Black,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,WBAYF8C56DD140511,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
89,2015 BMW Alpina B7 750i,2015,BMW,Alpina B7 750i,Sedan,Alpina B7,750i,71619,33995.0,Alpine White,Black,Automatic,4.4L 8 Cylinder Engine,Rear Wheel Drive,WBAYA8C52FD825526,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
90,2015 BMW M4 2dr Cpe,2015,BMW,M4 2dr Cpe,Coupe,M4,2dr Cpe,77473,39795.0,Silverstone Metallic,Opal White,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBS3R9C54FF708992,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
91,2015 BMW M4 2dr Cpe,2015,BMW,M4 2dr Cpe,Coupe,M4,2dr Cpe,70179,42795.0,Black Sapphire Metallic,Black,6 Speed Manual,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBS3R9C59FK334967,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
92,2013 BMW X1 xDrive28i,2013,BMW,X1 xDrive28i,SUV,X1,xDrive28i,82000,15888.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBAVL1C5XDVR90574,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
93,2013 BMW X1 xDrive28i,2013,BMW,X1 xDrive28i,SUV,X1,xDrive28i,71517,17495.0,Glacier Silver Metallic,Black,Automatic,2.0L 4 Cyl.,AWD,WBAVL1C56DVR82780,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
94,2017 BMW X1 xDrive28i,2017,BMW,X1 xDrive28i,SUV,X1,xDrive28i,67564,26795.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBXHT3C38H5F84489,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
95,2013 BMW X3 xDrive28i,2013,BMW,X3 xDrive28i,SUV,X3,xDrive28i,77963,18995.0,Alpine White,Beige,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,5UXWX9C56D0A31696,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
96,2016 BMW X4 xDrive28i,2016,BMW,X4 xDrive28i,SUV,X4,xDrive28i,46828,32450.0,Dark Graphite Metallic,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,5UXXW3C50G0M90003,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
97,2017 BMW X4 xDrive28i,2017,BMW,X4 xDrive28i,SUV,X4,xDrive28i,57878,33995.0,Deep Sea Blue Metallic,Brown,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,5UXXW3C39H0T80115,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
98,2012 BMW X5 50i,2012,BMW,X5 50i,SUV,X5,50i,72345,21995.0,Platinum Bronze Metallic,Sand,8 Speed Automatic,4.4L 8 Cyl.,AWD,5UXZV8C50CL423810,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
99,2013 BMW X5 xDrive35i Premium,2013,BMW,X5 xDrive35i Premium,SUV,X5,xDrive35i Premium,99656,17995.0,Jet Black,Cinnamon Brown,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,5UXZV4C52D0B18131,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:33.532176
100,2013 BMW X5 xDrive35i Sport Activity,2013,BMW,X5 xDrive35i Sport Activity,SUV,X5,xDrive35i Sport Activity,74092,21995.0,Jet Black,Black,8 Speed Automatic,3.0L I6,AWD,5UXZV4C59D0E06079,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
101,2014 BMW X5 xDrive35i,2014,BMW,X5 xDrive35i,SUV,X5,xDrive35i,84494,27995.0,Imperial Blue Metallic,Mocha,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,5UXKR0C51E0H28053,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
102,2015 BMW X5 xDrive35i,2015,BMW,X5 xDrive35i,SUV,X5,xDrive35i,57467,29495.0,Sparkling Brown Metallic,Mocha,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,5UXKR0C52F0K61563,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
103,2017 BMW X5 Sports Activity Vehicle,2017,BMW,X5 Sports Activity Vehicle,SUV,X5,Sports Activity Vehicle,54957,56888.0,Black Sapphire Metallic,Black,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,5YMKT6C54H0U38825,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
104,2016 BMW X6 xDrive50i,2016,BMW,X6 xDrive50i,SUV,X6,xDrive50i,64409,43995.0,Black Sapphire Metallic,Cognac,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,5UXKU6C5XG0R34473,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
105,2015 BMW i8 2dr Cpe,2015,BMW,i8 2dr Cpe,Coupe,i8,2dr Cpe,31213,89995.0,Sophisto Gray Metallic w/Frozen Gray Accent,Giga Ivory White,Automatic,1.5L 3 Cylinder Engine,All Wheel Drive,WBY2Z2C57FV392308,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
106,2007 Bentley Continental GT 2dr Cpe,2007,,,Coupe,Continental GT,2dr Cpe,41193,58995.0,Black,Tan,Automatic,6.0L 12 Cylinder Engine,All Wheel Drive,SCBCR73WX7C040075,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
107,2013 Cadillac ATS Performance,2013,Cadillac,ATS Performance,Sedan,ATS,Performance,81982,16995.0,Thunder Gray ChromaFlair,Morello Red w/Jet Black Accents,Automatic,3.6L V6 Cylinder Engine,Rear Wheel Drive,1G6AC5S32D0132167,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
108,2013 Cadillac ATS 4dr Sdn 2.5L RWD,2013,Cadillac,ATS 4dr Sdn 2.5L RWD,Sedan,ATS,4dr Sdn 2.5L RWD,45486,17495.0,Silver Coast Metallic,Jet Black w/Jet Black Accents,Automatic,2.5L 4 Cylinder Engine,Rear Wheel Drive,1G6AA5RAXD0132668,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
109,2015 Cadillac ATS Performance AWD,2015,Cadillac,ATS Performance AWD,Coupe,ATS,Performance AWD,51644,24995.0,Radiant Silver Metallic,Jet Black w/Jet Black Accents,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,1G6AJ1RX8F0120907,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
110,2017 Cadillac ATS AWD,2017,Cadillac,ATS AWD,Coupe,ATS,AWD,28692,27495.0,Crystal White Tricoat,Jet Black with Jet Black accents,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,1G6AG1RX3H0110593,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
111,2014 Cadillac CTS Luxury RWD,2014,Cadillac,CTS Luxury RWD,Sedan,CTS,Luxury RWD,49220,24888.0,Black Raven,Jet Black w/Jet Black Accents,Automatic,3.6L V6 Cylinder Engine,Rear Wheel Drive,1G6AR5S35E0150615,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
112,2016 Cadillac CTS Luxury Collection AWD,2016,Cadillac,CTS Luxury Collection AWD,Sedan,CTS,Luxury Collection AWD,37789,33995.0,Crystal White Tricoat,Light Cashmere with Medium Cashmere Accents,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,1G6AX5SX1G0163342,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
113,2006 Cadillac DTS w/1SC,2006,Cadillac,DTS w/1SC,Sedan,DTS,w/1SC,65120,10995.0,Glacier White,Gray,4 Speed Automatic,4.6L 8 Cyl.,FWD,1G6KD57Y56U103926,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
114,2007 Cadillac DTS Luxury I,2007,Cadillac,DTS Luxury I,Sedan,DTS,Luxury I,69100,8995.0,Mystic Gray,Titanium,Automatic,4.6L 8 Cylinder Engine,Front Wheel Drive,1G6KD57Y47U119391,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
115,2011 Cadillac Escalade Luxury,2011,Cadillac,Escalade Luxury,SUV,Escalade,Luxury,122659,,WHITE,,6 Speed Automatic,6.2 8 Cylinder Engine,All Wheel Drive,1GYS4BEFXBR118006,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
116,2014 Cadillac Escalade Premium,2014,Cadillac,Escalade Premium,SUV,Escalade,Premium,82896,34795.0,Black Raven,Black,Automatic,6.2L 8 Cylinder Engine,All Wheel Drive,1GYS4CEF0ER137514,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
117,2014 Cadillac Escalade Luxury,2014,Cadillac,Escalade Luxury,SUV,Escalade,Luxury,65927,38495.0,Mocha Steel Metallic,Brown,Automatic,6.2L 8 Cylinder Engine,All Wheel Drive,1GYS4BEF7ER177132,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
118,2014 Cadillac Escalade Platinum,2014,Cadillac,Escalade Platinum,SUV,Escalade,Platinum,61798,39995.0,Mocha Steel Metallic,Ebony/Ebony,Automatic,6.2L 8 Cylinder Engine,All Wheel Drive,1GYS4KEF7ER191127,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
119,2015 Cadillac Escalade Standard,2015,Cadillac,Escalade Standard,SUV,Escalade,Standard,62379,46995.0,Black Raven,Black,Automatic,6.2L 8 Cylinder Engine,Four Wheel Drive,1GYS4AKJ9FR172003,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
120,2017 Cadillac Escalade Luxury,2017,Cadillac,Escalade Luxury,SUV,Escalade,Luxury,71134,51795.0,Silver Coast Metallic,Shale with Cocoa Accents,Automatic,6.2L 8 Cylinder Engine,Four Wheel Drive,1GYS4BKJ5HR323055,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
121,2011 Cadillac SRX Luxury Collection,2011,Cadillac,SRX Luxury Collection,SUV,SRX,Luxury Collection,75382,17495.0,Radiant Silver Metallic,Ebony w/Titanium accents,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,3GYFNDEY0BS597366,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
122,2009 Cadillac STS AWD w/1SA,2009,Cadillac,STS AWD w/1SA,Sedan,STS,AWD w/1SA,36036,13995.0,Radiant Silver,Gray,Automatic,3.6L V6 Cylinder Engine,All Wheel Drive,1G6DA67V890121930,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
123,2016 Cadillac XTS Luxury Collection,2016,Cadillac,XTS Luxury Collection,Sedan,XTS,Luxury Collection,63103,24495.0,Red Passion Tintcoat,Shale with Cocoa accents,Automatic,3.6L V6 Cylinder Engine,Front Wheel Drive,2G61M5S31G9156757,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
124,2012 Chevrolet Avalanche LT,2012,Chevrolet,Avalanche LT,SUV,Avalanche,LT,62867,27995.0,Black,Black,Automatic,5.3L 8 Cylinder Engine,Four Wheel Drive,3GNTKFE77CG202115,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:34.631673
125,2011 Chevrolet Camaro 1LT,2011,Chevrolet,Camaro 1LT,Coupe,Camaro,1LT,87673,18995.0,Synergy Green Metallic,Black,6 Speed Manual,3.6L V6 Cylinder Engine,Rear Wheel Drive,2G1FF1ED0B9141954,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
126,2012 Chevrolet Camaro 1LT,2012,Chevrolet,Camaro 1LT,Coupe,Camaro,1LT,83987,18995.0,Ashen Gray Metallic,Gray,Automatic,3.6L V6,RWD,2G1FB1E36C9175854,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
127,2012 Chevrolet Camaro 2SS,2012,Chevrolet,Camaro 2SS,Convertible,Camaro,2SS,20926,31795.0,Inferno Orange Metallic,Black,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,2G1FK3DJ9C9104787,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
128,2013 Chevrolet Camaro LT,2013,Chevrolet,Camaro LT,Convertible,Camaro,LT,50003,21888.0,Crystal Red Tintcoat,Gray,6 Speed Manual,3.6L V6 Cylinder Engine,Rear Wheel Drive,2G1FG3D36D9237799,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
129,2013 Chevrolet Camaro ZL1,2013,Chevrolet,Camaro ZL1,Convertible,Camaro,ZL1,38697,43795.0,Summit White,Black,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,2G1FL3DP0D9803339,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
130,2013 Chevrolet Camaro LT,2013,Chevrolet,Camaro LT,Convertible,Camaro,LT,56568,21995.0,Silver Ice Metallic,Black,Automatic,3.6L V6 Cylinder Engine,Rear Wheel Drive,2G1FB3D37D9108596,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
131,2013 Chevrolet Camaro LT,2013,Chevrolet,Camaro LT,Coupe,Camaro,LT,56051,21995.0,Black,Black,Automatic,3.6L V6 Cylinder Engine,Rear Wheel Drive,2G1FB1E38D9225977,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
132,2014 Chevrolet Camaro SS,2014,Chevrolet,Camaro SS,Convertible,Camaro,SS,33042,32995.0,Summit White,Black,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,2G1FK3DJ5E9147753,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
133,2014 Chevrolet Camaro LT,2014,Chevrolet,Camaro LT,Convertible,Camaro,LT,60756,25995.0,Black,Black,Automatic,3.6L V6 Cylinder Engine,Rear Wheel Drive,2G1FC3D35E9323795,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
134,2014 Chevrolet Camaro SS,2014,Chevrolet,Camaro SS,Coupe,Camaro,SS,44736,31888.0,Black,Black,6 Speed Manual,6.2L 8 Cylinder Engine,Rear Wheel Drive,2G1FT1EW1E9260417,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
135,2015 Chevrolet Camaro LT,2015,Chevrolet,Camaro LT,Coupe,Camaro,LT,74954,19995.0,Black,Black,6 Speed Manual,3.6L V6 Cylinder Engine,Rear Wheel Drive,2G1FC1E39F9184629,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
136,1984 Chevrolet Corvette 2dr Hatchback Coupe,1984,Chevrolet,Corvette 2dr,Coupe,Corvette,2dr Hatchback Coupe,85745,9995.0,WHITE,Blue,Automatic,5.7L 8 Cylinder Engine,RWD,1G1AY0787E5112824,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
137,1987 Chevrolet Corvette 2dr Conv,1987,Chevrolet,Corvette 2dr Conv,Hatchback,Corvette,2dr Conv,21895,13995.0,Black,Black/Red,Manual,5.7L 8 Cylinder Engine,2WD,1G1YY218XH5118494,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
138,1996 Chevrolet Corvette 2D Coupe,1996,Chevrolet,Corvette 2D,Coupe,Corvette,2D Coupe,61187,16995.0,Arctic White,Gray,Automatic,5.7L 8 Cylinder Engine,Rear Wheel Drive,1G1YY22P1T5115501,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
139,2000 Chevrolet Corvette 2dr Coupe,2000,Chevrolet,Corvette 2dr,Coupe,Corvette,2dr Coupe,53356,21995.0,Arctic White,Torch Red,Automatic,5.7L 8 Cylinder Engine,Rear Wheel Drive,1G1YY22G6Y5116313,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
140,2002 Chevrolet Corvette 2D Convertible,2002,Chevrolet,Corvette 2D Convertible,Convertible,Corvette,2D Convertible,46512,21888.0,Light Pewter Metallic,Black,Automatic,5.7L 8 Cylinder Engine,Rear Wheel Drive,1G1YY32G225130187,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
141,2005 Chevrolet Corvette 2dr Conv,2005,Chevrolet,Corvette 2dr Conv,Convertible,Corvette,2dr Conv,39663,28895.0,Black,Black,6 Speed Manual,6.0L 8 Cylinder Engine,Rear Wheel Drive,1G1YY34U155130558,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
142,2006 Chevrolet Corvette 2D Coupe,2006,Chevrolet,Corvette 2D,Coupe,Corvette,2D Coupe,70018,27995.0,Daytona Sunset Orange Met,Cashmere,6 Speed Manual,6.0L 8 Cylinder Engine,Rear Wheel Drive,1G1YY26U065124615,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
143,2007 Chevrolet Corvette 2dr Conv,2007,Chevrolet,Corvette 2dr Conv,Convertible,Corvette,2dr Conv,37982,31995.0,Black,Black,Automatic,6.0L 8 Cylinder Engine,Rear Wheel Drive,1G1YY36U775117703,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
144,2008 Chevrolet Corvette 2dr Cpe,2008,Chevrolet,Corvette 2dr Cpe,Coupe,Corvette,2dr Cpe,44793,32750.0,BLACK,Linen,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,1G1YY26W385130641,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
